,T,lambda,gamma,strategy
38331,20,0.5,11,80
38332,20,0.5,11,80
38333,20,0.5,11,70
38334,20,0.5,11,70
38335,20,0.5,11,60
38336,20,0.5,11,70
38337,20,0.5,11,80
38338,20,0.5,11,60
38339,20,0.5,11,70
38340,20,0.5,11,70
38341,20,0.5,11,70
38342,20,0.5,11,70
38343,20,0.5,11,80
38344,20,0.5,11,70
38345,20,0.5,11,70
38346,20,0.5,11,80
38347,20,0.5,11,50
38348,20,0.5,11,70
38349,20,0.5,11,70
38350,20,0.5,11,70
38351,20,0.5,11,70
38352,20,0.5,11,70
38353,20,0.5,11,80
38354,20,0.5,11,70
38355,20,0.5,11,80
38356,20,0.5,11,70
38357,20,0.5,11,60
38358,20,0.5,11,80
38359,20,0.5,11,60
38360,20,0.5,11,80
38361,20,0.5,11,80
38362,20,0.5,11,70
38363,20,0.5,11,50
38364,20,0.5,11,60
38365,20,0.5,11,80
38366,20,0.5,11,70
38367,20,0.5,11,60
38368,20,0.5,11,70
38369,20,0.5,11,70
38370,20,0.5,11,70
38371,20,0.5,11,80
38372,20,0.5,11,70
38373,20,0.5,11,70
38374,20,0.5,11,40
38375,20,0.5,11,60
38376,20,0.5,11,80
38377,20,0.5,11,80
38378,20,0.5,11,40
38379,20,0.5,11,80
38380,20,0.5,11,70
38381,20,0.5,11,70
38382,20,0.5,11,80
38383,20,0.5,11,70
38384,20,0.5,11,70
38385,20,0.5,11,80
38386,20,0.5,11,80
38387,20,0.5,11,70
38388,20,0.5,11,70
38389,20,0.5,11,70
38390,20,0.5,11,60
38391,20,0.5,11,80
38392,20,0.5,11,80
38393,20,0.5,11,60
38394,20,0.5,11,70
38395,20,0.5,11,80
38396,20,0.5,11,70
38397,20,0.5,11,80
38398,20,0.5,11,70
38399,20,0.5,11,70
38400,20,0.5,11,80
38401,20,0.5,11,80
38402,20,0.5,11,70
38403,20,0.5,11,70
38404,20,0.5,11,80
38405,20,0.5,11,70
38406,20,0.5,11,70
38407,20,0.5,11,70
38408,20,0.5,11,70
38409,20,0.5,11,70
38410,20,0.5,11,50
38411,20,0.5,11,60
38412,20,0.5,11,80
38413,20,0.5,11,80
38414,20,0.5,11,60
38415,20,0.5,11,80
38416,20,0.5,11,70
38417,20,0.5,11,70
38418,20,0.5,11,60
38419,20,0.5,11,80
38420,20,0.5,11,60
38421,20,0.5,11,60
38422,20,0.5,11,80
38423,20,0.5,11,70
38424,20,0.5,11,60
38425,20,0.5,11,70
38426,20,0.5,11,80
38427,20,0.5,11,70
38428,20,0.5,11,70
38429,20,0.5,11,80
38430,20,0.5,11,80
38431,20,0.5,11,80
38432,20,0.5,11,70
38433,20,0.5,11,70
38434,20,0.5,11,60
38435,20,0.5,11,60
38436,20,0.5,11,60
38437,20,0.5,11,80
38438,20,0.5,11,70
38439,20,0.5,11,80
38440,20,0.5,11,60
38441,20,0.5,11,50
38442,20,0.5,11,60
38443,20,0.5,11,70
38444,20,0.5,11,80
38445,20,0.5,11,60
38446,20,0.5,11,70
38447,20,0.5,11,80
38448,20,0.5,11,80
38449,20,0.5,11,70
38450,20,0.5,11,60
38451,20,0.5,11,50
38452,20,0.5,11,70
38453,20,0.5,11,80
38454,20,0.5,11,80
38455,20,0.5,11,70
38456,20,0.5,11,70
38457,20,0.5,11,80
38458,20,0.5,11,70
38459,20,0.5,11,70
38460,20,0.5,11,60
38461,20,0.5,11,80
38462,20,0.5,11,60
38463,20,0.5,11,50
38464,20,0.5,11,60
38465,20,0.5,11,80
38466,20,0.5,11,80
38467,20,0.5,11,80
38468,20,0.5,11,70
38469,20,0.5,11,70
38470,20,0.5,11,60
38471,20,0.5,11,70
38472,20,0.5,11,80
38473,20,0.5,11,80
38474,20,0.5,11,70
38475,20,0.5,11,80
38476,20,0.5,11,60
38477,20,0.5,11,60
38478,20,0.5,11,60
38479,20,0.5,11,70
38480,20,0.5,11,80
38481,20,0.5,11,70
38482,20,0.5,11,80
38483,20,0.5,11,60
38484,20,0.5,11,80
38485,20,0.5,11,60
38486,20,0.5,11,80
38487,20,0.5,11,60
38488,20,0.5,11,60
38489,20,0.5,11,80
38490,20,0.5,11,60
38491,20,0.5,11,70
38492,20,0.5,11,70
38493,20,0.5,11,50
38494,20,0.5,11,60
38495,20,0.5,11,70
38496,20,0.5,11,60
38497,20,0.5,11,60
38498,20,0.5,11,70
38499,20,0.5,11,70
38500,20,0.5,11,70
38501,20,0.5,11,60
38502,20,0.5,11,80
38503,20,0.5,11,70
38504,20,0.5,11,70
38505,20,0.5,11,70
38506,20,0.5,11,80
38507,20,0.5,11,80
38508,20,0.5,11,60
38509,20,0.5,11,80
38510,20,0.5,11,70
38511,20,0.5,11,70
38512,20,0.5,11,80
38513,20,0.5,11,80
38514,20,0.5,11,80
38515,20,0.5,11,80
38516,20,0.5,11,70
38517,20,0.5,11,60
38518,20,0.5,11,70
38519,20,0.5,11,60
38520,20,0.5,11,70
38521,20,0.5,11,70
38522,20,0.5,11,60
38523,20,0.5,11,80
38524,20,0.5,11,70
38525,20,0.5,11,70
38526,20,0.5,11,80
38527,20,0.5,11,70
38528,20,0.5,11,70
38529,20,0.5,11,70
38530,20,0.5,11,70
38531,20,0.5,11,80
38532,20,0.5,11,60
38533,20,0.5,11,80
38534,20,0.5,11,80
38535,20,0.5,11,40
38536,20,0.5,11,60
38537,20,0.5,11,70
38538,20,0.5,11,80
38539,20,0.5,11,60
38540,20,0.5,11,70
38541,20,0.5,11,60
38542,20,0.5,11,70
38543,20,0.5,11,50
38544,20,0.5,11,80
38545,20,0.5,11,60
38546,20,0.5,11,70
38547,20,0.5,11,80
38548,20,0.5,11,70
38549,20,0.5,11,70
38550,20,0.5,11,70
38551,20,0.5,11,50
38552,20,0.5,11,50
38553,20,0.5,11,50
38554,20,0.5,11,60
38555,20,0.5,11,80
38556,20,0.5,11,60
38557,20,0.5,11,70
38558,20,0.5,11,70
38559,20,0.5,11,80
38560,20,0.5,11,80
38561,20,0.5,11,70
38562,20,0.5,11,70
38563,20,0.5,11,70
38564,20,0.5,11,80
38565,20,0.5,11,70
38566,20,0.5,11,70
38567,20,0.5,11,60
38568,20,0.5,11,70
38569,20,0.5,11,60
38570,20,0.5,11,80
38571,20,0.5,11,70
38572,20,0.5,11,80
38573,20,0.5,11,70
38574,20,0.5,11,50
38575,20,0.5,11,80
38576,20,0.5,11,70
38577,20,0.5,11,70
38578,20,0.5,11,80
38579,20,0.5,11,50
38580,20,0.5,11,70
38581,20,0.5,11,70
38582,20,0.5,11,80
38583,20,0.5,11,60
38584,20,0.5,11,70
38585,20,0.5,11,60
38586,20,0.5,11,60
38587,20,0.5,11,70
38588,20,0.5,11,80
38589,20,0.5,11,80
38590,20,0.5,11,60
38591,20,0.5,11,70
38592,20,0.5,11,80
38593,20,0.5,11,70
38594,20,0.5,11,80
38595,20,0.5,11,70
38596,20,0.5,11,80
38597,20,0.5,11,70
38598,20,0.5,11,60
38599,20,0.5,11,60
38600,20,0.5,11,70
38601,20,0.5,11,60
38602,20,0.5,11,80
38603,20,0.5,11,70
38604,20,0.5,11,70
38605,20,0.5,11,70
38606,20,0.5,11,60
38607,20,0.5,11,50
38608,20,0.5,11,80
38609,20,0.5,11,60
38610,20,0.5,11,80
38611,20,0.5,11,80
38612,20,0.5,11,70
38613,20,0.5,11,60
38614,20,0.5,11,80
38615,20,0.5,11,70
38616,20,0.5,11,70
38617,20,0.5,11,70
38618,20,0.5,11,70
38619,20,0.5,11,80
38620,20,0.5,11,70
38621,20,0.5,11,80
38622,20,0.5,11,60
38623,20,0.5,11,60
38624,20,0.5,11,70
38625,20,0.5,11,80
38626,20,0.5,11,70
38627,20,0.5,11,80
38628,20,0.5,11,80
38629,20,0.5,11,60
38630,20,0.5,11,70
38631,20,0.5,11,80
38632,20,0.5,11,70
38633,20,0.5,11,70
38634,20,0.5,11,70
38635,20,0.5,11,70
38636,20,0.5,11,80
38637,20,0.5,11,70
38638,20,0.5,11,50
38639,20,0.5,11,70
38640,20,0.5,11,70
38641,20,0.5,11,70
38642,20,0.5,11,60
38643,20,0.5,11,80
38644,20,0.5,11,80
38645,20,0.5,11,70
38646,20,0.5,11,70
38647,20,0.5,11,80
38648,20,0.5,11,60
38649,20,0.5,11,80
38650,20,0.5,11,80
38651,20,0.5,11,60
38652,20,0.5,11,70
38653,20,0.5,11,70
38654,20,0.5,11,70
38655,20,0.5,11,70
38656,20,0.5,11,70
38657,20,0.5,11,80
38658,20,0.5,11,80
38659,20,0.5,11,80
38660,20,0.5,11,70
38661,20,0.5,11,80
38662,20,0.5,11,80
38663,20,0.5,11,80
38664,20,0.5,11,70
38665,20,0.5,11,70
38666,20,0.5,11,70
38667,20,0.5,11,70
38668,20,0.5,11,60
38669,20,0.5,11,80
38670,20,0.5,11,70
38671,20,0.5,11,70
38672,20,0.5,11,70
38673,20,0.5,11,50
38674,20,0.5,11,80
38675,20,0.5,11,80
38676,20,0.5,11,80
38677,20,0.5,11,80
38678,20,0.5,11,70
38679,20,0.5,11,80
38680,20,0.5,11,60
38681,20,0.5,11,60
38682,20,0.5,11,70
38683,20,0.5,11,70
38684,20,0.5,11,70
38685,20,0.5,11,70
38686,20,0.5,11,70
38687,20,0.5,11,80
38688,20,0.5,11,70
38689,20,0.5,11,80
38690,20,0.5,11,80
38691,20,0.5,11,80
38692,20,0.5,11,70
38693,20,0.5,11,40
38694,20,0.5,11,80
38695,20,0.5,11,50
38696,20,0.5,11,70
38697,20,0.5,11,70
38698,20,0.5,11,70
38699,20,0.5,11,80
38700,20,0.5,11,70
38701,20,0.5,11,50
38702,20,0.5,11,80
38703,20,0.5,11,70
38704,20,0.5,11,60
38705,20,0.5,11,70
38706,20,0.5,11,80
38707,20,0.5,11,70
38708,20,0.5,11,70
38709,20,0.5,11,80
38710,20,0.5,11,60
38711,20,0.5,11,60
38712,20,0.5,11,70
38713,20,0.5,11,60
38714,20,0.5,11,70
38715,20,0.5,11,70
38716,20,0.5,11,80
38717,20,0.5,11,60
38718,20,0.5,11,80
38719,20,0.5,11,50
38720,20,0.5,11,60
38721,20,0.5,11,70
38722,20,0.5,11,60
38723,20,0.5,11,70
38724,20,0.5,11,80
38725,20,0.5,11,80
38726,20,0.5,11,70
38727,20,0.5,11,70
38728,20,0.5,11,70
38729,20,0.5,11,60
38730,20,0.5,11,60
38731,20,0.5,11,80
38732,20,0.5,11,80
38733,20,0.5,11,70
38734,20,0.5,11,70
38735,20,0.5,11,50
38736,20,0.5,11,80
38737,20,0.5,11,70
38738,20,0.5,11,70
38739,20,0.5,11,70
38740,20,0.5,11,60
38741,20,0.5,11,80
38742,20,0.5,11,80
38743,20,0.5,11,60
38744,20,0.5,11,60
38745,20,0.5,11,80
38746,20,0.5,11,70
38747,20,0.5,11,80
38748,20,0.5,11,80
38749,20,0.5,11,60
38750,20,0.5,11,70
38751,20,0.5,11,70
38752,20,0.5,11,70
38753,20,0.5,11,60
38754,20,0.5,11,70
38755,20,0.5,11,70
38756,20,0.5,11,70
38757,20,0.5,11,70
38758,20,0.5,11,60
38759,20,0.5,11,70
38760,20,0.5,11,70
38761,20,0.5,11,80
38762,20,0.5,11,70
38763,20,0.5,11,70
38764,20,0.5,11,80
38765,20,0.5,11,60
38766,20,0.5,11,80
38767,20,0.5,11,70
38768,20,0.5,11,80
38769,20,0.5,11,80
38770,20,0.5,11,80
38771,20,0.5,11,60
38772,20,0.5,11,70
38773,20,0.5,11,70
38774,20,0.5,11,70
38775,20,0.5,11,50
38776,20,0.5,11,70
38777,20,0.5,11,70
38778,20,0.5,11,80
38779,20,0.5,11,70
38780,20,0.5,11,70
38781,20,0.5,11,80
38782,20,0.5,11,60
38783,20,0.5,11,80
38784,20,0.5,11,70
38785,20,0.5,11,80
38786,20,0.5,11,70
38787,20,0.5,11,80
38788,20,0.5,11,70
38789,20,0.5,11,60
38790,20,0.5,11,60
38791,20,0.5,11,60
38792,20,0.5,11,80
38793,20,0.5,11,70
38794,20,0.5,11,60
38795,20,0.5,11,80
38796,20,0.5,11,70
38797,20,0.5,11,70
38798,20,0.5,11,80
38799,20,0.5,11,80
38800,20,0.5,11,80
38801,20,0.5,11,70
38802,20,0.5,11,80
38803,20,0.5,11,70
38804,20,0.5,11,50
38805,20,0.5,11,80
38806,20,0.5,11,60
38807,20,0.5,11,70
38808,20,0.5,11,70
38809,20,0.5,11,70
38810,20,0.5,11,40
38811,20,0.5,11,70
38812,20,0.5,11,80
38813,20,0.5,11,80
38814,20,0.5,11,80
38815,20,0.5,11,80
38816,20,0.5,11,60
38817,20,0.5,11,60
38818,20,0.5,11,80
38819,20,0.5,11,60
38820,20,0.5,11,60
38821,20,0.5,11,80
38822,20,0.5,11,80
38823,20,0.5,11,70
38824,20,0.5,11,80
38825,20,0.5,11,70
38826,20,0.5,11,80
38827,20,0.5,11,70
38828,20,0.5,11,70
38829,20,0.5,11,80
38830,20,0.5,11,80
38831,20,0.5,11,70
38832,20,0.5,11,70
38833,20,0.5,11,80
38834,20,0.5,11,80
38835,20,0.5,11,70
38836,20,0.5,11,60
38837,20,0.5,11,70
38838,20,0.5,11,70
38839,20,0.5,11,70
38840,20,0.5,11,80
38841,20,0.5,11,70
38842,20,0.5,11,80
38843,20,0.5,11,70
38844,20,0.5,11,80
38845,20,0.5,11,70
38846,20,0.5,11,70
38847,20,0.5,11,80
38848,20,0.5,11,80
38849,20,0.5,11,70
38850,20,0.5,11,60
38851,20,0.5,11,80
38852,20,0.5,11,70
38853,20,0.5,11,80
38854,20,0.5,11,60
38855,20,0.5,11,80
38856,20,0.5,11,80
38857,20,0.5,11,50
38858,20,0.5,11,80
38859,20,0.5,11,70
38860,20,0.5,11,60
38861,20,0.5,11,70
38862,20,0.5,11,80
38863,20,0.5,11,70
38864,20,0.5,11,80
38865,20,0.5,11,50
38866,20,0.5,11,80
38867,20,0.5,11,70
38868,20,0.5,11,70
38869,20,0.5,11,80
38870,20,0.5,11,60
38871,20,0.5,11,80
38872,20,0.5,11,80
38873,20,0.5,11,70
38874,20,0.5,11,80
38875,20,0.5,11,70
38876,20,0.5,11,70
38877,20,0.5,11,70
38878,20,0.5,11,80
38879,20,0.5,11,50
38880,20,0.5,11,60
38881,20,0.5,11,70
38882,20,0.5,11,80
38883,20,0.5,11,70
38884,20,0.5,11,80
38885,20,0.5,11,70
38886,20,0.5,11,60
38887,20,0.5,11,70
38888,20,0.5,11,70
38889,20,0.5,11,70
38890,20,0.5,11,70
38891,20,0.5,11,70
38892,20,0.5,11,80
38893,20,0.5,11,60
38894,20,0.5,11,80
38895,20,0.5,11,80
38896,20,0.5,11,60
38897,20,0.5,11,80
38898,20,0.5,11,70
38899,20,0.5,11,80
38900,20,0.5,11,80
38901,20,0.5,11,80
38902,20,0.5,11,50
38903,20,0.5,11,70
38904,20,0.5,11,80
38905,20,0.5,11,60
38906,20,0.5,11,80
38907,20,0.5,11,70
38908,20,0.5,11,70
38909,20,0.5,11,70
38910,20,0.5,11,70
38911,20,0.5,11,60
38912,20,0.5,11,60
38913,20,0.5,11,70
38914,20,0.5,11,70
38915,20,0.5,11,80
38916,20,0.5,11,60
38917,20,0.5,11,80
38918,20,0.5,11,80
38919,20,0.5,11,70
38920,20,0.5,11,70
38921,20,0.5,11,70
38922,20,0.5,11,80
38923,20,0.5,11,60
38924,20,0.5,11,70
38925,20,0.5,11,70
38926,20,0.5,11,60
38927,20,0.5,11,80
38928,20,0.5,11,70
38929,20,0.5,11,80
38930,20,0.5,11,70
38931,20,0.5,11,70
38932,20,0.5,11,70
38933,20,0.5,11,70
38934,20,0.5,11,60
38935,20,0.5,11,70
38936,20,0.5,11,80
38937,20,0.5,11,60
38938,20,0.5,11,60
38939,20,0.5,11,70
38940,20,0.5,11,70
38941,20,0.5,11,80
38942,20,0.5,11,80
38943,20,0.5,11,60
38944,20,0.5,11,60
38945,20,0.5,11,80
38946,20,0.5,11,80
38947,20,0.5,11,60
38948,20,0.5,11,70
38949,20,0.5,11,80
38950,20,0.5,11,80
38951,20,0.5,11,70
38952,20,0.5,11,70
38953,20,0.5,11,70
38954,20,0.5,11,70
38955,20,0.5,11,80
38956,20,0.5,11,60
38957,20,0.5,11,80
38958,20,0.5,11,60
38959,20,0.5,11,80
38960,20,0.5,11,70
38961,20,0.5,11,80
38962,20,0.5,11,70
38963,20,0.5,11,60
38964,20,0.5,11,60
38965,20,0.5,11,80
38966,20,0.5,11,80
38967,20,0.5,11,70
38968,20,0.5,11,70
38969,20,0.5,11,70
38970,20,0.5,11,60
38971,20,0.5,11,80
38972,20,0.5,11,60
38973,20,0.5,11,80
38974,20,0.5,11,80
38975,20,0.5,11,70
38976,20,0.5,11,60
38977,20,0.5,11,70
38978,20,0.5,11,60
38979,20,0.5,11,70
38980,20,0.5,11,70
38981,20,0.5,11,80
38982,20,0.5,11,70
38983,20,0.5,11,70
38984,20,0.5,11,70
38985,20,0.5,11,60
38986,20,0.5,11,80
38987,20,0.5,11,70
38988,20,0.5,11,60
38989,20,0.5,11,70
38990,20,0.5,11,80
38991,20,0.5,11,80
38992,20,0.5,11,60
38993,20,0.5,11,70
38994,20,0.5,11,80
38995,20,0.5,11,80
38996,20,0.5,11,80
38997,20,0.5,11,70
38998,20,0.5,11,50
38999,20,0.5,11,60
39000,20,0.5,19,70
39001,20,0.5,19,50
39002,20,0.5,19,50
39003,20,0.5,19,70
39004,20,0.5,19,50
39005,20,0.5,19,50
39006,20,0.5,19,70
39007,20,0.5,19,60
39008,20,0.5,19,30
39009,20,0.5,19,40
39010,20,0.5,19,50
39011,20,0.5,19,60
39012,20,0.5,19,40
39013,20,0.5,19,50
39014,20,0.5,19,70
39015,20,0.5,19,30
39016,20,0.5,19,60
39017,20,0.5,19,40
39018,20,0.5,19,70
39019,20,0.5,19,40
39020,20,0.5,19,60
39021,20,0.5,19,50
39022,20,0.5,19,70
39023,20,0.5,19,40
39024,20,0.5,19,60
39025,20,0.5,19,50
39026,20,0.5,19,50
39027,20,0.5,19,60
39028,20,0.5,19,60
39029,20,0.5,19,50
39030,20,0.5,19,20
39031,20,0.5,19,30
39032,20,0.5,19,40
39033,20,0.5,19,50
39034,20,0.5,19,60
39035,20,0.5,19,70
39036,20,0.5,19,50
39037,20,0.5,19,30
39038,20,0.5,19,40
39039,20,0.5,19,60
39040,20,0.5,19,30
39041,20,0.5,19,40
39042,20,0.5,19,60
39043,20,0.5,19,50
39044,20,0.5,19,30
39045,20,0.5,19,60
39046,20,0.5,19,70
39047,20,0.5,19,50
39048,20,0.5,19,60
39049,20,0.5,19,60
39050,20,0.5,19,40
39051,20,0.5,19,60
39052,20,0.5,19,40
39053,20,0.5,19,50
39054,20,0.5,19,60
39055,20,0.5,19,40
39056,20,0.5,19,50
39057,20,0.5,19,70
39058,20,0.5,19,50
39059,20,0.5,19,20
39060,20,0.5,19,40
39061,20,0.5,19,50
39062,20,0.5,19,60
39063,20,0.5,19,50
39064,20,0.5,19,80
39065,20,0.5,19,30
39066,20,0.5,19,20
39067,20,0.5,19,50
39068,20,0.5,19,50
39069,20,0.5,19,70
39070,20,0.5,19,40
39071,20,0.5,19,40
39072,20,0.5,19,30
39073,20,0.5,19,40
39074,20,0.5,19,70
39075,20,0.5,19,40
39076,20,0.5,19,60
39077,20,0.5,19,40
39078,20,0.5,19,50
39079,20,0.5,19,70
39080,20,0.5,19,70
39081,20,0.5,19,60
39082,20,0.5,19,20
39083,20,0.5,19,70
39084,20,0.5,19,60
39085,20,0.5,19,70
39086,20,0.5,19,50
39087,20,0.5,19,50
39088,20,0.5,19,40
39089,20,0.5,19,60
39090,20,0.5,19,50
39091,20,0.5,19,40
39092,20,0.5,19,50
39093,20,0.5,19,50
39094,20,0.5,19,70
39095,20,0.5,19,40
39096,20,0.5,19,70
39097,20,0.5,19,50
39098,20,0.5,19,70
39099,20,0.5,19,70
39100,20,0.5,19,60
39101,20,0.5,19,60
39102,20,0.5,19,30
39103,20,0.5,19,60
39104,20,0.5,19,30
39105,20,0.5,19,50
39106,20,0.5,19,70
39107,20,0.5,19,60
39108,20,0.5,19,60
39109,20,0.5,19,60
39110,20,0.5,19,50
39111,20,0.5,19,50
39112,20,0.5,19,70
39113,20,0.5,19,70
39114,20,0.5,19,50
39115,20,0.5,19,50
39116,20,0.5,19,40
39117,20,0.5,19,60
39118,20,0.5,19,70
39119,20,0.5,19,70
39120,20,0.5,19,40
39121,20,0.5,19,60
39122,20,0.5,19,30
39123,20,0.5,19,80
39124,20,0.5,19,50
39125,20,0.5,19,70
39126,20,0.5,19,70
39127,20,0.5,19,40
39128,20,0.5,19,60
39129,20,0.5,19,60
39130,20,0.5,19,50
39131,20,0.5,19,60
39132,20,0.5,19,40
39133,20,0.5,19,60
39134,20,0.5,19,60
39135,20,0.5,19,50
39136,20,0.5,19,50
39137,20,0.5,19,50
39138,20,0.5,19,70
39139,20,0.5,19,20
39140,20,0.5,19,60
39141,20,0.5,19,30
39142,20,0.5,19,70
39143,20,0.5,19,40
39144,20,0.5,19,70
39145,20,0.5,19,60
39146,20,0.5,19,80
39147,20,0.5,19,50
39148,20,0.5,19,20
39149,20,0.5,19,40
39150,20,0.5,19,80
39151,20,0.5,19,20
39152,20,0.5,19,30
39153,20,0.5,19,30
39154,20,0.5,19,50
39155,20,0.5,19,40
39156,20,0.5,19,40
39157,20,0.5,19,40
39158,20,0.5,19,20
39159,20,0.5,19,60
39160,20,0.5,19,60
39161,20,0.5,19,60
39162,20,0.5,19,70
39163,20,0.5,19,60
39164,20,0.5,19,50
39165,20,0.5,19,30
39166,20,0.5,19,40
39167,20,0.5,19,30
39168,20,0.5,19,60
39169,20,0.5,19,40
39170,20,0.5,19,50
39171,20,0.5,19,50
39172,20,0.5,19,60
39173,20,0.5,19,50
39174,20,0.5,19,60
39175,20,0.5,19,40
39176,20,0.5,19,40
39177,20,0.5,19,50
39178,20,0.5,19,50
39179,20,0.5,19,50
39180,20,0.5,19,50
39181,20,0.5,19,40
39182,20,0.5,19,40
39183,20,0.5,19,40
39184,20,0.5,19,40
39185,20,0.5,19,60
39186,20,0.5,19,70
39187,20,0.5,19,70
39188,20,0.5,19,40
39189,20,0.5,19,50
39190,20,0.5,19,50
39191,20,0.5,19,50
39192,20,0.5,19,40
39193,20,0.5,19,40
39194,20,0.5,19,50
39195,20,0.5,19,50
39196,20,0.5,19,60
39197,20,0.5,19,50
39198,20,0.5,19,60
39199,20,0.5,19,50
39200,20,0.5,19,40
39201,20,0.5,19,70
39202,20,0.5,19,50
39203,20,0.5,19,50
39204,20,0.5,19,40
39205,20,0.5,19,40
39206,20,0.5,19,60
39207,20,0.5,19,40
39208,20,0.5,19,60
39209,20,0.5,19,70
39210,20,0.5,19,80
39211,20,0.5,19,40
39212,20,0.5,19,40
39213,20,0.5,19,30
39214,20,0.5,19,60
39215,20,0.5,19,20
39216,20,0.5,19,60
39217,20,0.5,19,20
39218,20,0.5,19,30
39219,20,0.5,19,60
39220,20,0.5,19,50
39221,20,0.5,19,40
39222,20,0.5,19,60
39223,20,0.5,19,80
39224,20,0.5,19,30
39225,20,0.5,19,50
39226,20,0.5,19,80
39227,20,0.5,19,50
39228,20,0.5,19,20
39229,20,0.5,19,70
39230,20,0.5,19,50
39231,20,0.5,19,40
39232,20,0.5,19,60
39233,20,0.5,19,70
39234,20,0.5,19,60
39235,20,0.5,19,70
39236,20,0.5,19,70
39237,20,0.5,19,20
39238,20,0.5,19,60
39239,20,0.5,19,40
39240,20,0.5,19,40
39241,20,0.5,19,60
39242,20,0.5,19,60
39243,20,0.5,19,40
39244,20,0.5,19,20
39245,20,0.5,19,40
39246,20,0.5,19,60
39247,20,0.5,19,60
39248,20,0.5,19,60
39249,20,0.5,19,40
39250,20,0.5,19,40
39251,20,0.5,19,50
39252,20,0.5,19,60
39253,20,0.5,19,60
39254,20,0.5,19,50
39255,20,0.5,19,60
39256,20,0.5,19,50
39257,20,0.5,19,20
39258,20,0.5,19,60
39259,20,0.5,19,70
39260,20,0.5,19,60
39261,20,0.5,19,70
39262,20,0.5,19,60
39263,20,0.5,19,30
39264,20,0.5,19,70
39265,20,0.5,19,50
39266,20,0.5,19,30
39267,20,0.5,19,60
39268,20,0.5,19,50
39269,20,0.5,19,60
39270,20,0.5,19,50
39271,20,0.5,19,50
39272,20,0.5,19,30
39273,20,0.5,19,40
39274,20,0.5,19,50
39275,20,0.5,19,50
39276,20,0.5,19,70
39277,20,0.5,19,30
39278,20,0.5,19,50
39279,20,0.5,19,30
39280,20,0.5,19,30
39281,20,0.5,19,30
39282,20,0.5,19,60
39283,20,0.5,19,60
39284,20,0.5,19,60
39285,20,0.5,19,80
39286,20,0.5,19,30
39287,20,0.5,19,40
39288,20,0.5,19,40
39289,20,0.5,19,50
39290,20,0.5,19,60
39291,20,0.5,19,40
39292,20,0.5,19,60
39293,20,0.5,19,30
39294,20,0.5,19,50
39295,20,0.5,19,60
39296,20,0.5,19,70
39297,20,0.5,19,20
39298,20,0.5,19,30
39299,20,0.5,19,20
39300,20,0.5,19,70
39301,20,0.5,19,40
39302,20,0.5,19,50
39303,20,0.5,19,20
39304,20,0.5,19,40
39305,20,0.5,19,60
39306,20,0.5,19,50
39307,20,0.5,19,50
39308,20,0.5,19,50
39309,20,0.5,19,60
39310,20,0.5,19,30
39311,20,0.5,19,30
39312,20,0.5,19,60
39313,20,0.5,19,40
39314,20,0.5,19,70
39315,20,0.5,19,70
39316,20,0.5,19,40
39317,20,0.5,19,50
39318,20,0.5,19,70
39319,20,0.5,19,40
39320,20,0.5,19,50
39321,20,0.5,19,60
39322,20,0.5,19,50
39323,20,0.5,19,60
39324,20,0.5,19,30
39325,20,0.5,19,70
39326,20,0.5,19,60
39327,20,0.5,19,70
39328,20,0.5,19,50
39329,20,0.5,19,40
39330,20,0.5,19,50
39331,20,0.5,19,60
39332,20,0.5,19,60
39333,20,0.5,19,40
39334,20,0.5,19,50
39335,20,0.5,19,30
39336,20,0.5,19,20
39337,20,0.5,19,70
39338,20,0.5,19,70
39339,20,0.5,19,70
39340,20,0.5,19,50
39341,20,0.5,19,50
39342,20,0.5,19,60
39343,20,0.5,19,70
39344,20,0.5,19,40
39345,20,0.5,19,50
39346,20,0.5,19,70
39347,20,0.5,19,60
39348,20,0.5,19,30
39349,20,0.5,19,50
39350,20,0.5,19,50
39351,20,0.5,19,50
39352,20,0.5,19,40
39353,20,0.5,19,40
39354,20,0.5,19,50
39355,20,0.5,19,40
39356,20,0.5,19,60
39357,20,0.5,19,40
39358,20,0.5,19,40
39359,20,0.5,19,60
39360,20,0.5,19,60
39361,20,0.5,19,50
39362,20,0.5,19,40
39363,20,0.5,19,50
39364,20,0.5,19,50
39365,20,0.5,19,50
39366,20,0.5,19,40
39367,20,0.5,19,60
39368,20,0.5,19,50
39369,20,0.5,19,30
39370,20,0.5,19,40
39371,20,0.5,19,50
39372,20,0.5,19,50
39373,20,0.5,19,60
39374,20,0.5,19,50
39375,20,0.5,19,40
39376,20,0.5,19,60
39377,20,0.5,19,60
39378,20,0.5,19,60
39379,20,0.5,19,50
39380,20,0.5,19,50
39381,20,0.5,19,40
39382,20,0.5,19,70
39383,20,0.5,19,50
39384,20,0.5,19,50
39385,20,0.5,19,60
39386,20,0.5,19,50
39387,20,0.5,19,70
39388,20,0.5,19,60
39389,20,0.5,19,40
39390,20,0.5,19,70
39391,20,0.5,19,80
39392,20,0.5,19,40
39393,20,0.5,19,70
39394,20,0.5,19,40
39395,20,0.5,19,30
39396,20,0.5,19,30
39397,20,0.5,19,60
39398,20,0.5,19,60
39399,20,0.5,19,20
39400,20,0.5,19,40
39401,20,0.5,19,50
39402,20,0.5,19,30
39403,20,0.5,19,50
39404,20,0.5,19,60
39405,20,0.5,19,60
